QGC WPL 110
0	1	0	16	0.0	0.0	0.0	0.0	34.028367419354836	-81.2527027051282	111.0	1
1	0	3	16	0.0	0.0	0.0	0.0	34.02861643369176	-81.2527027051282	100.0	1
2	0	3	16	0.0	0.0	0.0	0.0	34.03021724014337	-81.25008830769231	100.0	1
3	0	3	16	0.0	0.0	0.0	0.0	34.026980053763445	-81.25008830769231	100.0	1
4	0	3	16	0.0	0.0	0.0	0.0	34.02523695340502	-81.2474739102564	100.0	1
5	0	3	16	0.0	0.0	0.0	0.0	34.032173781362005	-81.2474739102564	100.0	1
6	0	3	16	0.0	0.0	0.0	0.0	34.03252951612903	-81.24485951282051	100.0	1
7	0	3	16	0.0	0.0	0.0	0.0	34.02416974910395	-81.24485951282051	100.0	1
8	0	3	16	0.0	0.0	0.0	0.0	34.02559268817205	-81.24224511538462	100.0	1
9	0	3	16	0.0	0.0	0.0	0.0	34.03252951612903	-81.24224511538462	100.0	1
10	0	3	16	0.0	0.0	0.0	0.0	34.03249394265233	-81.23963071794871	100.0	1
11	0	3	16	0.0	0.0	0.0	0.0	34.02381401433692	-81.23963071794871	100.0	1
12	0	3	16	0.0	0.0	0.0	0.0	34.02481007168459	-81.23654487179488	100.0	1
13	0	3	16	0.0	0.0	0.0	0.0	34.03252951612903	-81.23654487179488	100.0	1
14	0	3	16	0.0	0.0	0.0	0.0	34.03256508960573	-81.23354474358975	100.0	1
15	0	3	16	0.0	0.0	0.0	0.0	34.02594842293907	-81.23354474358975	100.0	1
16	0	3	16	0.0	0.0	0.0	0.0	34.02701562724015	-81.23050175641026	100.0	1
17	0	3	16	0.0	0.0	0.0	0.0	34.03249394265233	-81.23050175641026	100.0	1
18	0	3	16	0.0	0.0	0.0	0.0	34.02762037634409	-81.2304588974359	100.0	1
19	0	3	16	0.0	0.0	0.0	0.0	34.03249394265233	-81.2304588974359	100.0	1
20	0	3	16	0.0	0.0	0.0	0.0	34.03178247311828	-81.2285731025641	100.0	1
21	0	3	16	0.0	0.0	0.0	0.0	34.03160460573477	-81.2285731025641	100.0	1
22	0	3	16	0.0	0.0	0.0	0.0	34.02762037634409	-81.2304588974359	100.0	1
23	0	3	16	0.0	0.0	0.0	0.0	34.026410878136204	-81.2304588974359	100.0	1
24	0	3	16	0.0	0.0	0.0	0.0	34.02569940860215	-81.2278445	100.0	1
25	0	3	16	0.0	0.0	0.0	0.0	34.02477449820789	-81.2278445	100.0	1
26	0	3	16	0.0	0.0	0.0	0.0	34.02431204301075	-81.22527296153847	100.0	1
27	0	3	16	0.0	0.0	0.0	0.0	34.02456105734767	-81.22527296153847	100.0	1
28	0	3	16	0.0	0.0	0.0	0.0	34.02481007168459	-81.22788735897436	100.0	1
29	0	3	16	0.0	0.0	0.0	0.0	34.02196419354839	-81.22788735897436	100.0	1
30	0	3	16	0.0	0.0	0.0	0.0	34.02086141577061	-81.2304588974359	100.0	1
31	0	3	16	0.0	0.0	0.0	0.0	34.026410878136204	-81.2304588974359	100.0	1
32	0	3	16	0.0	0.0	0.0	0.0	34.02082584229391	-81.23050175641026	100.0	1
33	0	3	16	0.0	0.0	0.0	0.0	34.02701562724015	-81.23050175641026	100.0	1
34	0	3	16	0.0	0.0	0.0	0.0	34.02594842293907	-81.23354474358975	100.0	1
35	0	3	16	0.0	0.0	0.0	0.0	34.01936732974911	-81.23354474358975	100.0	1
36	0	3	16	0.0	0.0	0.0	0.0	34.01805111111111	-81.23654487179488	100.0	1
37	0	3	16	0.0	0.0	0.0	0.0	34.02481007168459	-81.23654487179488	100.0	1
38	0	3	16	0.0	0.0	0.0	0.0	34.02363614695341	-81.23958785897436	100.0	1
39	0	3	16	0.0	0.0	0.0	0.0	34.01680603942653	-81.23958785897436	100.0	1
40	0	3	16	0.0	0.0	0.0	0.0	34.01698390681004	-81.24258798717949	100.0	1
41	0	3	16	0.0	0.0	0.0	0.0	34.017090627240144	-81.24258798717949	100.0	1
42	0	3	16	0.0	0.0	0.0	0.0	34.023458279569894	-81.23963071794871	100.0	1
43	0	3	16	0.0	0.0	0.0	0.0	34.02381401433692	-81.23963071794871	100.0	1
44	0	3	16	0.0	0.0	0.0	0.0	34.02481007168459	-81.24224511538462	100.0	1
45	0	3	16	0.0	0.0	0.0	0.0	34.02559268817205	-81.24224511538462	100.0	1
46	0	3	16	0.0	0.0	0.0	0.0	34.02416974910395	-81.24485951282051	100.0	1
47	0	3	16	0.0	0.0	0.0	0.0	34.022035340501795	-81.24485951282051	100.0	1
48	0	3	16	0.0	0.0	0.0	0.0	34.02224878136201	-81.2474739102564	100.0	1
49	0	3	16	0.0	0.0	0.0	0.0	34.02523695340502	-81.2474739102564	100.0	1
50	0	3	16	0.0	0.0	0.0	0.0	34.026980053763445	-81.25008830769231	100.0	1
51	0	3	16	0.0	0.0	0.0	0.0	34.02477449820789	-81.25008830769231	100.0	1
52	0	3	16	0.0	0.0	0.0	0.0	34.02808283154122	-81.2527027051282	100.0	1
53	0	3	16	0.0	0.0	0.0	0.0	34.028367419354836	-81.2527027051282	100.0	1
